Course Number	Course Name	Students Name	Student ID	Email	Address
CS 4983	Senior Capstone Project	Tully, Harrison	A464379	htully@okstate.edu	760 Jefferson Ave.Oklahoma City, OK 73116
CS 4883	Social Issues in Computing	Pelletier, Titus	A772436	tpelletier@okstate.edu	7517 Sulphur Springs St.Oklahoma City, OK 73150
CS 4993	Senior Honors Project	Nyasia Seifert, Zaria	A726330	znseifert@okstate.edu	265 Grandrose StreetOklahoma City, OK 73129
CS 3613	Theoretical Foundations of Computing	Corcoran, Stefany	A982629	scorcoran@okstate.edu	2 Henry StreetChoctaw, OK 73020
CS 4783	Machine Learning	Mark Mann, Robert	A348161	rmmann@okstate.edu	4 Brookside StreetOklahoma City, OK 73109
CS 4743	Extended Reality	Jaramillo, Annabel	A410160	ajaramillo@okstate.edu	7486 E. Wild Horse StreetLuther, OK 73054
CS 4283	Computer Networks	Bourgeois, Santos	A999936	sbourgeois@okstate.edu	452 E. Bridgeton StreetOklahoma City, OK 73179
CS 4323	Design and Implementation of Operating Systems I	Ketchum, Austen	A387276	aketchum@okstate.edu	7 Jackson StreetOklahoma City, OK 73111
CS 3353	Data Structures and Algorithm Analysis I	Grossman, Emanuel	A455243	egrossman@okstate.edu	116 Coffee DriveOklahoma City, OK 73162
CS 4513	Introduction to Numerical Analysis	Cornett, Delia	A450523	dcornett@okstate.edu	7886 Winchester RoadEdmond, OK 73003
CS 4983	Senior Capstone Project	Swenson, Abdullah	A212858	aswenson@okstate.edu	837 Hilldale StreetEdmond, OK 73013
CS 4570	Special Topics in Computing	Cintron, Daquan	A433112	dcintron@okstate.edu	9592 Dunbar Ave.Oklahoma City, OK 73149
CS 4153	Mobile Applications Development	Esmeralda Khan, Evelyn	A963445	eekhan@okstate.edu	7754 Cardinal RoadOklahoma City, OK 73151
CS 4273	Software Engineering	Goldberg, Aysia	A837670	agoldberg@okstate.edu	5 Roberts St.Oklahoma City, OK 73142
CS 4623	Introduction to Cyber Physical Systems	Dees, Avery	A802585	adees@okstate.edu	500 North 4th St.Oklahoma City, OK 73141
CS 3653	Discrete Mathematics for Computer Science	Mohammed Pereira, Izaiah	A934117	impereira@okstate.edu	1 Bridle CourtOklahoma City, OK 73159
CS 4793	Artificial Intelligence I	Danyelle Magana, Janell	A417431	jdmagana@okstate.edu	8383 Lakeshore AvenueOklahoma City, OK 73112
CS 4173	Video Game Development	Spencer Murray, Houston	A721677	hsmurray@okstate.edu	977 Carson LaneOklahoma City, OK 73105
CS 4273	Software Engineering	Madalynn Cranford, Robyn	A692127	rmcranford@okstate.edu	555 NE. College LaneOklahoma City, OK 73169
CS 4513	Introduction to Numerical Analysis	Damaris Logan, Dayana	A288553	ddlogan@okstate.edu	969 Oklahoma St.Oklahoma City, OK 73106
CS 4783	Machine Learning	Murray, Quentin	A556950	qmurray@okstate.edu	205 W. Helen DriveOklahoma City, OK 73119
CS 3570	Special Problems in Computer Science	Aman Rawls, Eddy	A398183	earawls@okstate.edu	823 Westminster CourtOklahoma City, OK 73173
CS 4523	Cloud Computing and Distributed Systems	Hurtado, Gloria	A490400	ghurtado@okstate.edu	9762 West Amerige Dr.Oklahoma City, OK 73115
CS 4783	Machine Learning	Ahmed, Jalon	A361079	jahmed@okstate.edu	461 Broad St.Oklahoma City, OK 73131
CS 4883	Social Issues in Computing	Tiarra Colvin, Pauline	A607609	ptcolvin@okstate.edu	9930 Carriage DriveOklahoma City, OK 73118
CS 3030	Industrial Practice in Computer Science	Marcus, Abel	A986123	amarcus@okstate.edu	7717 Saxon CourtOklahoma City, OK 73108
CS 4623	Introduction to Cyber Physical Systems	Raul Nolan, Beau	A615862	brnolan@okstate.edu	11 Birchwood LaneOklahoma City, OK 73132
CS 4243	Introduction to Computer Security	Judy Galbraith, Toni	A516740	tjgalbraith@okstate.edu	7144 Sierra CourtHarrah, OK 73045
CS 4570	Special Topics in Computing	Purvis, Calli	A995471	cpurvis@okstate.edu	136 Depot Dr.Oklahoma City, OK 73134
CS 4433	Introduction to Database Systems	Nicholson, Lyric	A939836	lnicholson@okstate.edu	462 Golf StreetSuite 206
CS 4243	Introduction to Computer Security	Mauricio Pereira, Kamren	A278120	kmpereira@okstate.edu	769 Cobblestone AvenueOklahoma City, OK 73110
CS 3353	Data Structures and Algorithm Analysis I	Robertson, Sage	A805254	srobertson@okstate.edu	9 East Edgewood StreetOklahoma City, OK 73162
CS 3443	Computer Systems	Vue, Johanna	A570334	jvue@okstate.edu	44 South Wall DriveJones, OK 73049
CS 3363	Organization of Programming Languages	Gunner Andre, Asa	A718929	agandre@okstate.edu	2 Grove CourtOklahoma City, OK 73139
CS 4983	Senior Capstone Project	Leal, Shakira	A299464	sleal@okstate.edu	9612 Rockaway Dr.Oklahoma City, OK 73141
CS 4433	Introduction to Database Systems	Victor Sanders, Raymundo	A972817	rvsanders@okstate.edu	339 Green RoadOklahoma City, OK 73145
CS 4793	Artificial Intelligence I	Beatty, Kaiden	A159552	kbeatty@okstate.edu	359 Proctor StreetOklahoma City, OK 73120
CS 3363	Organization of Programming Languages	Ramon, Fidel	A927518	framon@okstate.edu	638 Garden Rd.Oklahoma City, OK 73128
MATH 3013	Linear Algebra (A)	Newton, Virginia	A828379	vnewton@okstate.edu	8328 Anderson St.Bethany, OK 73008
CS 2433	C/C++ Programming	Bradly Hudson, Ladarius	A123312	lbhudson@okstate.edu	996 South Sheffield StreetEdmond, OK 73012
MATH 3013	Linear Algebra (A)	Guillermo Weldon, Gaven	A226565	ggweldon@okstate.edu	758 E. Pineknoll Dr.Oklahoma City, OK 73173
CS 4570	Special Topics in Computing	Ayden Koch, Cruz	A755610	cakoch@okstate.edu	8529 Green Ave.Oklahoma City, OK 73135
CS 2433	C/C++ Programming	Zakary Cadena, Marcos	A908387	mzcadena@okstate.edu	8356 NW. Greenview StreetOklahoma City, OK 73114
CS 3363	Organization of Programming Languages	Barber, Maxim	A861420	mbarber@okstate.edu	922 Lantern DriveOklahoma City, OK 73150
CS 4523	Cloud Computing and Distributed Systems	Maeve Doyle, Yessica	A539746	ymdoyle@okstate.edu	887 South Sussex DriveEdmond, OK 73034
CS 4993	Senior Honors Project	Dameon Leslie, Andre	A809909	adleslie@okstate.edu	9010 Plymouth CourtOklahoma City, OK 73106
CS 3443	Computer Systems	Trystan Negron, German	A261145	gtnegron@okstate.edu	435 Pin Oak St.Arcadia, OK 73007
CS 4183	Video Game Design	Collazo, Elissa	A298473	ecollazo@okstate.edu	929 Golden Star St.Spencer, OK 73084
CS 3613	Theoretical Foundations of Computing	Diego Ornelas, Wilson	A303354	wdornelas@okstate.edu	218 Fairground DriveLuther, OK 73054
CS 4183	Video Game Design	Hamilton, Natali	A987868	nhamilton@okstate.edu	24 Cleveland StreetOklahoma City, OK 73116
CS 3363	Organization of Programming Languages	Fernandes, Roger	A607037	rfernandes@okstate.edu	457 Foxrun St.Oklahoma City, OK 73119
CS 3513	Numerical Methods for Digital Computers	Viridiana Parkinson, Alesha	A297185	avparkinson@okstate.edu	59 Main Dr.Oklahoma City, OK 73169
CS 4143	Computer Graphics	Hagan, Brodie	A351512	bhagan@okstate.edu	7753 Illinois StreetChoctaw, OK 73020
CS 4523	Cloud Computing and Distributed Systems	Angel Michaels, Cain	A974915	camichaels@okstate.edu	7775 Pineknoll CourtOklahoma City, OK 73122
CS 3353	Data Structures and Algorithm Analysis I	Duvall, Libby	A649366	lduvall@okstate.edu	7475 Homewood LaneOklahoma City, OK 73179
CS 3443	Computer Systems	Autry, Annmarie	A578192	aautry@okstate.edu	908 Edgewood LaneOklahoma City, OK 73142
CS 4243	Introduction to Computer Security	Marcela Gall, Denise	A309872	dmgall@okstate.edu	375 S. Cherry LaneHarrah, OK 73045
CS 3353	Data Structures and Algorithm Analysis I	Findley, Leilani	A154462	lfindley@okstate.edu	6 Johnson DriveOklahoma City, OK 73107
CS 3363	Organization of Programming Languages	Laney, Bridgette	A119511	blaney@okstate.edu	703 Honey Creek St.Oklahoma City, OK 73109
MATH 2163	Calculus III	Joann Kelly, Viviana	A301286	vjkelly@okstate.edu	55C Anderson St.Oklahoma City, OK 73102
CS 3030	Industrial Practice in Computer Science	Damon Dawson, Dallas	A367187	dddawson@okstate.edu	41 Laurel RoadOklahoma City, OK 73130
CS 4433	Introduction to Database Systems	Espinosa, Irving	A155891	iespinosa@okstate.edu	56 W. Griffin St.Oklahoma City, OK 73103
CS 4623	Introduction to Cyber Physical Systems	Windham, Brennon	A877049	bwindham@okstate.edu	1 Purple Finch DriveOklahoma City, OK 73149
CS 4183	Video Game Design	Liana Beebe, Kirsten	A410223	klbeebe@okstate.edu	540 Tanglewood CourtOklahoma City, OK 73112
MATH 2163	Calculus III	Henriquez, Lamont	A690360	lhenriquez@okstate.edu	9922 Garden Dr.Oklahoma City, OK 73105
CS 4273	Software Engineering	Emalee Roark, Yesenia	A526945	yeroark@okstate.edu	457 Maple DriveOklahoma City, OK 73118
CS 4273	Software Engineering	Whittington, Keshawn	A336629	kwhittington@okstate.edu	8274 Lakeshore Ave.Oklahoma City, OK 73134
CS 4153	Mobile Applications Development	Nallely Abbott, Shaniya	A902083	snabbott@okstate.edu	69 Blue Spring St.Oklahoma City, OK 73117
CS 4183	Video Game Design	Horan, Ira	A700066	ihoran@okstate.edu	7288 Locust Ave.Oklahoma City, OK 73115
CS 4283	Computer Networks	Ronald Arredondo, Julian	A843156	jrarredondo@okstate.edu	33 Walnutwood Rd.Edmond, OK 73025
CS 4373	Agile Software Development	Dianna Ritchey, Janae	A199006	jdritchey@okstate.edu	8638 Cottage DriveOklahoma City, OK 73127
CS 3613	Theoretical Foundations of Computing	Myranda Hooker, Melany	A624770	mmhooker@okstate.edu	334 Rocky River CourtOklahoma City, OK 73111
CS 4793	Artificial Intelligence I	Jeffery, Noah	A568561	njeffery@okstate.edu	9741 Winchester St.Oklahoma City, OK 73129
CS 3570	Special Problems in Computer Science	Bertrand, Dominique	A214822	dbertrand@okstate.edu	3 Rock Maple Dr.Edmond, OK 73003
CS 3353	Data Structures and Algorithm Analysis I	Mercy Adam, Dina	A560843	dmadam@okstate.edu	823 Ridge CourtOklahoma City, OK 73121
CS 4143	Computer Graphics	Gabriela Arroyo, Infant	A290670	igarroyo@okstate.edu	9903 Thomas St.Oklahoma City, OK 73132
CS 3653	Discrete Mathematics for Computer Science	Tate Fultz, Kendell	A545491	ktfultz@okstate.edu	876 Laurel Dr.Oklahoma City, OK 73104
CS 4183	Video Game Design	Xochitl Zimmer, Bianca	A908223	bxzimmer@okstate.edu	197 Old Cross Ave.Edmond, OK 73013
CS 4793	Artificial Intelligence I	Boyce, Trae	A873241	tboyce@okstate.edu	59 Prairie St.Oklahoma City, OK 73131
CS 3570	Special Problems in Computer Science	Hinson, Joslyn	A429292	jhinson@okstate.edu	685 Bishop StreetOklahoma City, OK 73159
CS 4243	Introduction to Computer Security	Cabrera, Chelsea	A559736	ccabrera@okstate.edu	71 Wrangler Rd.Oklahoma City, OK 73151
CS 4743	Extended Reality	Ramey, Bruce	A526623	bramey@okstate.edu	817 South Meadow St.Oklahoma City, OK 73108
CS 3613	Theoretical Foundations of Computing	Webster, Genaro	A423888	gwebster@okstate.edu	49 Westminster DriveEdmond, OK 73013
CS 4793	Artificial Intelligence I	Crisp, Leslie	A273357	lcrisp@okstate.edu	7240 Cambridge LaneOklahoma City, OK 73115
CS 4743	Extended Reality	Groves, Justus	A890808	jgroves@okstate.edu	25 Silver Spear CourtChoctaw, OK 73020
CS 4243	Introduction to Computer Security	Lancaster, Nico	A776430	nlancaster@okstate.edu	8690 Alton StreetOklahoma City, OK 73128
CS 4373	Agile Software Development	Christen Medeiros, Dora	A721786	dcmedeiros@okstate.edu	8731 Primrose St.Edmond, OK 73025
MATH 2163	Calculus III	Levy, Claudia	A407419	clevy@okstate.edu	727 Chapel StreetOklahoma City, OK 73135
CS 3613	Theoretical Foundations of Computing	Beal, Naya	A169317	nbeal@okstate.edu	89 Cherry LaneSpencer, OK 73084
CS 2433	C/C++ Programming	Kylah McCrary, Maegan	A572421	mkmccrary@okstate.edu	64 Bayport DriveOklahoma City, OK 73132
CS 4153	Mobile Applications Development	Tang, Nevin	A590464	ntang@okstate.edu	7349 Ridgewood DriveOklahoma City, OK 73134
CS 3513	Numerical Methods for Digital Computers	Boyer, Joanna	A576640	jboyer@okstate.edu	650 Tallwood StreetEdmond, OK 73034
CS 3353	Data Structures and Algorithm Analysis I	Sikes, Levi	A589858	lsikes@okstate.edu	446 West Lawrence DriveOklahoma City, OK 73141
